image,config,CL,Q_BRISQUE,Q_NIQE
033.png,w/o QAT (post-quant),6.321690950365914,26.46630859375,3.064809094564654
033.png,Full (DT--QAT),5.527600620937048,26.710693359375,3.127519327695248
034.png,w/o Rich teacher,6.674700452892073,32.09027099609375,3.0803700766758215
034.png,w/o trajectory selection,5.8596703275048325,32.28802490234375,3.1101494595482126
034.png,w/o QAT (post-quant),5.422762258038263,32.35888671875,3.1455848588504725
034.png,Full (DT--QAT),6.427797092350154,32.17718505859375,3.101686962702114
035.png,w/o Rich teacher,4.199782543226177,31.0184326171875,2.9560338763108094
035.png,w/o trajectory selection,1.2400281183088158,34.56793212890625,3.4886302920146255
035.png,w/o QAT (post-quant),2.796187714113763,32.10205078125,3.099084445863551
035.png,Full (DT--QAT),4.661480587515922,30.91558837890625,2.9399907326674084
036.png,w/o Rich teacher,6.1087989857053016,22.13824462890625,2.9902753520045584
036.png,w/o trajectory selection,6.343590972521673,22.16876220703125,2.9960565915318296
036.png,w/o QAT (post-quant),6.8403670193925326,22.22943115234375,2.9973701035990783
036.png,Full (DT--QAT),6.376092681390571,22.2164306640625,2.9921662931247806
037.png,w/o Rich teacher,5.4161059812338985,24.90362548828125,3.10933874983057
037.png,w/o trajectory selection,5.183119167601437,25.12890625,3.1225951951436026
037.png,w/o QAT (post-quant),5.64563803487133,24.90771484375,3.0937263428742257
037.png,Full (DT--QAT),5.43746282996361,24.939453125,3.102651308117239
038.png,w/o Rich teacher,4.94915454392807,29.56640625,3.281222771702865
038.png,w/o trajectory selection,4.907813446052353,29.73870849609375,3.284682099251989
038.png,w/o QAT (post-quant),4.645851822712278,29.73681640625,3.2972519372166635
038.png,Full (DT--QAT),5.341947688790523,29.36651611328125,3.2542699201896355
039.png,w/o Rich teacher,5.7542916410254605,23.8907470703125,3.1227380393117827
039.png,w/o trajectory selection,5.197467965657351,23.917724609375,3.149801565111031
039.png,w/o QAT (post-quant),6.574149712267468,23.773193359375,3.1103765979167743
039.png,Full (DT--QAT),5.556336283634062,23.8902587890625,3.1285894063766895
040.png,w/o Rich teacher,5.185162173041254,28.63037109375,3.1316421603829445
040.png,w/o trajectory selection,4.496101001240362,28.681884765625,3.1671988679239576
040.png,w/o QAT (post-quant),5.489708805026021,28.51873779296875,3.0986040841799722
040.png,Full (DT--QAT),5.2110102886708844,28.66009521484375,3.128311793258104
041.png,w/o Rich teacher,5.357986228593004,24.65460205078125,3.2815269961136493
041.png,w/o trajectory selection,4.7988342751222905,24.2835693359375,3.2965483650231278
041.png,w/o QAT (post-quant),5.419350182618941,24.688232421875,3.2624332179697886
041.png,Full (DT--QAT),5.163808647982511,24.51409912109375,3.283442605741357
042.png,w/o Rich teacher,5.146996741016128,30.6783447265625,3.320708217528602
042.png,w/o trajectory selection,5.326998688464932,30.490234375,3.308665858063593
042.png,w/o QAT (post-quant),6.623511057855548,30.128662109375,3.2263925220478535
042.png,Full (DT--QAT),5.72346323240521,30.34295654296875,3.271459886456588
043.png,w/o Rich teacher,7.388532554176574,28.19696044921875,2.937259213402877
043.png,w/o trajectory selection,7.18150122095689,28.19464111328125,2.932429109956111
043.png,w/o QAT (post-quant),8.398198441156076,28.161865234375,2.9295580145086704
043.png,Full (DT--QAT),7.09685304726838,28.23052978515625,2.925975410385465
044.png,w/o Rich teacher,3.232252804313755,27.45233154296875,3.3638762514664333
044.png,w/o trajectory selection,3.4116673843428296,27.37249755859375,3.346293515257695
044.png,w/o QAT (post-quant),3.2744350467870085,27.38726806640625,3.361870031599119
044.png,Full (DT--QAT),3.8159778786826073,26.93975830078125,3.2956086538519527
045.png,w/o Rich teacher,5.735694859289263,26.57501220703125,2.996008016675434
045.png,w/o trajectory selection,5.370602500386689,26.792724609375,3.017255732989354
045.png,w/o QAT (post-quant),5.668202404090259,26.6165771484375,3.011186828880341
045.png,Full (DT--QAT),5.490118932271284,26.7095947265625,3.015237020828728
046.png,w/o Rich teacher,0.1,38.58843994140625,5.004277237807737
046.png,w/o trajectory selection,0.1,38.58843994140625,5.004277237807737
